id_code,area,year,month,T1_absmax,T2_absmax,T3_absmax,T4_absmax,T1_mean,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmin,T4_meanmax,T4_meanmin,pisr,moist_med,hydro_year,snow_days,altitude,canopy_cover2m_10m,tpi100,water_prop_500m,wetland_prop_100m
AIL109,AIL,2020,10,5.13,6.21,6.205,6.51635,1.08,-2.62,1.44,0.69,-0.83,-9.29,1.22,-2.62,-1.59,-12.25,0.79,-3.85,-0.91,-10.32,1.16,-2.81,2824,22.12,2020,234,735.62,0,5.22,0,0
AIL110,AIL,2019,11,-0.75,-1.26,-2.04,NA,-1.15,-2,-1.06,-1.24,-2.35,-4.89,-2.08,-2.72,-4.63,-9.6,-3.99,-5.31,NA,NA,NA,NA,188,21.79,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2019,12,-1.5,-1.89,-2.42,NA,-2.39,-5.38,-2.21,-2.58,-3.3,-8.51,-2.89,-3.78,-5.08,-15.6,-4.02,-6.38,NA,NA,NA,NA,0,21.79,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,1,-1.62,-2.14,-2.73,NA,-2.55,-3.75,-2.46,-2.63,-3.22,-5.2,-3.05,-3.43,-4.57,-8.1,-4.16,-5.08,NA,NA,NA,NA,0,22.07,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,2,-2.56,-2.89,-3.6,NA,-3.1,-3.88,-3.02,-3.18,-3.74,-4.89,-3.59,-3.93,-5.03,-7.04,-4.7,-5.4,NA,NA,NA,NA,1236,22.07,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,3,-2.38,-2.51,-2.73,NA,-3.2,-3.88,-3.07,-3.29,-3.77,-5.39,-3.45,-4.05,-4.85,-8.42,-4.14,-5.62,NA,NA,NA,NA,7080,22.07,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,4,-1,-0.76,-0.35,NA,-2.06,-3.38,-2,-2.12,-2.19,-3.89,-2.03,-2.33,-2.55,-5.42,-2.12,-2.97,NA,NA,NA,NA,15670,22.07,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,5,4.205,8.6875,8.65,NA,0.05,-1.12,0.49,-0.28,0.74,-1.64,2.33,-0.5,0.97,-1.98,3.17,-0.84,NA,NA,NA,NA,23695,22.06,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,6,15.12,25.17,23.71,NA,9.83,3.69,12.45,7.66,11.44,0.11,21.21,3.49,10.61,-0.98,19.28,2.42,NA,NA,NA,NA,27818,22.53,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,7,13.265,19.125,18.975,NA,9.5,3.62,11.08,8.06,10.26,-0.89,17.05,5.34,10.04,-1.79,16.65,4.75,NA,NA,NA,NA,25899,18.79,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,8,14.31,20.36,19.02,NA,9.98,3.75,11.8,8.45,9.75,-4.64,17.57,3.98,9.28,-4.85,16.41,3.39,NA,NA,NA,NA,19104,18.07,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,9,9.25,12.11,11.023,NA,4.9,0.38,6.44,3.72,4.33,-6.45,10.67,0.29,4.18,-6.67,9.39,0.32,NA,NA,NA,NA,10671,18.8,2020,237,733.07,0,-1.18,0,0
AIL110,AIL,2020,10,5.5,6.42,6.27,NA,1.82,-0.38,2.11,1.57,0.13,-6.89,2.17,-1.43,-1.41,-12.6,1.86,-3.92,NA,NA,NA,NA,3168,18,2020,237,733.07,0,-1.18,0,0
AIL111,AIL,2019,11,-0.3,-0.85,-2.05700000000002,-1.895,-0.48,-0.8,-0.43,-0.52,-2,-4.35,-1.62,-2.36,-7.03,-16.38,-5.35,-8.67,-12.8,-29,-8.6,-17.22,180,58.23,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2019,12,-0.42,-0.79,-1.62,-1.255,-0.62,-1.05,-0.58,-0.67,-1.22,-2.54,-1.1,-1.36,-3.05,-7.62,-2.61,-3.53,-9.89,-30.1,-5.73,-15.26,0,58.23,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,1,-0.48,-0.73,-1.62,-1.5,-0.57,-0.67,-0.56,-0.58,-0.95,-1.29,-0.92,-0.98,-2.21,-3.25,-2.1,-2.31,-10.71,-33.9,-6.28,-16.42,0,58.51,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,2,-0.61,-0.92,-1.94,-2.335,-0.67,-0.8,-0.66,-0.69,-1.1,-1.23,-1.07,-1.12,-2.43,-2.75,-2.37,-2.49,-11.84,-26.1,-5.99,-18.4,934,58.51,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,3,-0.55,-0.67,-1.25,1.645,-0.68,-0.8,-0.68,-0.69,-0.99,-1.35,-0.98,-1.01,-2,-2.94,-1.95,-2.05,-7.89,-31.1,-1.03,-15.35,5269,58.51,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,4,-0.36,-0.42,-0.69,4.61,-0.5,-0.55,-0.49,-0.51,-0.65,-0.85,-0.64,-0.67,-1.25,-1.88,-1.21,-1.29,-3.88,-21.1,2.51,-10.09,12961,58.51,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,5,-0.23,-0.17,-0.25,14.99,-0.29,-0.36,-0.28,-0.29,-0.24,-0.48,-0.23,-0.24,-0.39,-0.94,-0.37,-0.42,3.24,-18.2,11.36,-5.2,21139,58.49,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,6,11.58,18.9,22.75,23.81,4.36,-0.23,5.17,3.7,6.92,-0.17,11.5,3.31,8.5,-2.44,15.35,1.1,10.78,-2.5,17.79,2.31,25763,58.97,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,7,11.7,16.77,19.955,20.845,9.39,5.83,10.2,8.73,10.43,2.15,14.83,7.32,10.73,-1.31,18.12,4.64,11.27,-1.5,17.15,5.09,23487,55.23,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,8,11.83,15.58,19.331,19.5297,9.6,5.7,10.29,9.04,10.01,1.15,13.81,6.95,9.55,-4.75,17.72,2.86,10.34,-4.66,16.56,3.72,16328,54.51,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,9,8.45,10.02,11.56,12.71915,5.35,1.77,5.8,5.03,4.96,-2.1,7.52,3.03,4.43,-8.75,10.59,-0.48,5.54,-7.49,10,1.25,8374,55.24,2020,240,514.2,31,-0.71,0,4
AIL111,AIL,2020,10,5.64,6.58,7.69,8.341,2.32,0.08,2.5,2.17,1.51,-4.48,2.46,0.46,-0.28,-14.88,2.3,-3.29,-0.68,-16.54,2.05,-3.6,2259,54.44,2020,240,514.2,31,-0.71,0,4
AIL112,AIL,2019,11,-0.97,-1.62,-2.28,-1.69,-1.61,-2.78,-1.48,-1.73,-3.21,-6.38,-2.5,-3.79,-7.32,-15.97,-3.84,-9.52,-8.39,-17.9,-4.89,-11.05,182,21.83,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2019,12,-0.41,-1.235,-2.59,0.2,-1.95,-3.41,-1.8,-2.09,-2.67,-6,-2.37,-3,-5.11,-12.15,-4.12,-6.21,-7.18,-17.6,-4.67,-9.79,0,21.83,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,1,-1.66,-1.81,-2.4,0.2,-2,-2.41,-1.93,-2.05,-2.43,-3.19,-2.27,-2.56,-4.03,-6.65,-3.57,-4.56,-8.21,-21.5,-5.78,-10.62,0,22.12,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,2,-1.91,-2.12,-2.9,0.4,-2.07,-2.28,-2.05,-2.1,-2.36,-2.75,-2.32,-2.4,-3.51,-4.34,-3.41,-3.61,-7.81,-16.4,-2.29,-11.05,1493,22.12,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,3,-1.28,-1.31,-1.53,4.2,-1.73,-2.03,-1.71,-1.75,-1.86,-2.38,-1.83,-1.9,-2.47,-3.59,-2.39,-2.57,-5.27,-17.9,3.21,-10.18,8674,22.12,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,4,-0.28,-0.19,-0.22,10,-0.94,-1.66,-0.91,-0.97,-0.91,-1.88,-0.86,-0.96,-1.19,-2.9,-1.06,-1.3,-1.76,-14.7,8.49,-7.85,17634,22.12,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,5,4.97,10.12,11.72,13.845,0.46,-0.28,0.94,0.08,1.34,-0.19,3.11,0.2,1.69,-0.28,3.88,0.12,3.24,-9.5,11.26,-2.68,24967,22.1,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,6,17.413,23.62,24.1,23.7,10.97,4.09,13.97,8.46,12.19,2.88,20.45,6.37,11.66,0.16,19.31,4.81,11.58,1.2,18.05,5.46,28362,22.58,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,7,15.22,19.25,19.97,19.69,10.89,5.03,12.75,9.36,11.29,2.31,16.95,7.82,11.01,0.6,16.94,6.66,11.21,1.6,16.27,7.21,26739,18.83,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,8,16.34,19.5,19.72,18.53265,11.66,6.72,13.49,10.12,11.28,2.31,16.62,7.66,10.54,-0.97,16.73,5.85,10.7,0.49,15.71,6.73,20805,18.12,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,9,10.78,12.38,12.356,12.05885,6.89,1.84,8.42,5.76,6.23,-1.62,10.95,3.63,5.57,-4.78,11.04,2.17,5.96,-3.41,9.9,3.14,12540,18.85,2020,215,599.33,50,0.82,0,0
AIL112,AIL,2020,10,6.41,7,7.22,7.784,2.47,-0.34,2.86,2.2,1.48,-4.25,3.34,0.36,-0.12,-9.15,3.5,-2.3,0.12,-9.55,3.14,-1.78,3967,18.04,2020,215,599.33,50,0.82,0,0
AIL113,AIL,2019,11,-0.89,-1.56,-2.39,-1.895,-1.44,-2.64,-1.3,-1.56,-3.95,-8.62,-3.26,-4.68,-8.14,-18.14,-6.23,-10.07,-8.46,-18.1,-6.28,-10.8,178,25.13,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2019,12,-0.82,-1.38,-2.52,0.1,-1.08,-1.64,-1.03,-1.15,-2.25,-4.12,-2.03,-2.48,-4.2,-8.39,-3.66,-4.75,-7.24,-16.8,-4.74,-9.79,0,25.13,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,1,-0.76,-1.25,-2.14,-1.5,-0.91,-1.14,-0.89,-0.93,-1.73,-2.44,-1.65,-1.81,-3.01,-4.27,-2.84,-3.17,-8.44,-20.6,-6.07,-10.71,0,25.41,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,2,-0.89,-1.44,-2.27,-2.07,-1.04,-1.2,-1.03,-1.06,-1.86,-2.38,-1.81,-1.92,-3.09,-4.02,-3,-3.19,-8.29,-16.4,-4.4,-11.31,1415,25.41,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,3,-0.7,-0.88,-1.14,2.3,-0.99,-1.2,-0.97,-1.01,-1.58,-2.12,-1.53,-1.65,-2.5,-3.52,-2.39,-2.63,-6.01,-18.2,0.83,-10.38,8208,25.41,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,4,-0.39,-0.25,-0.21,7.015,-0.66,-0.95,-0.65,-0.68,-0.88,-1.56,-0.84,-0.92,-1.34,-2.52,-1.23,-1.44,-2.59,-15.5,5.26,-8.17,17213,25.41,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,5,-0.26,1.12,4.11,13.39,-0.32,-0.39,-0.31,-0.33,0.09,-0.44,0.55,-0.23,0.4,-0.89,1.37,-0.27,3.21,-9.4,11.78,-3.22,24878,25.39,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,6,10.11,26.75,26.86,23.1,5.36,-0.26,6.91,4.09,11.35,-1.94,24.07,1.87,11.73,-2.46,23.41,1.88,11.18,0.1,18.13,4.11,28559,25.87,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,7,11.11,19.3275,20.98,19.5,8.58,4.74,9.43,7.77,10.7,0.62,18.29,5.78,10.95,-0.96,19.21,5.11,10.93,1,15.86,6.75,26845,22.13,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,8,12.24,20.38,20.23,18.78765,9.69,5.74,10.88,8.71,10.32,-1.88,19.01,4.55,10.11,-3.27,18.76,3.74,10.48,-0.58,15.78,5.95,20555,21.41,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,9,8.8,12.06,12.36,11.77945,5.94,2.49,6.67,5.34,5.1,-3.75,11.29,1.5,4.95,-6.64,11.87,0.6,5.63,-3.63,9.58,2.58,12109,22.14,2020,236,615.28,78,-0.18,0,0
AIL113,AIL,2020,10,5.68,6.94,7.17,7.6077,2.57,-0.01,2.76,2.38,0.77,-6.75,2.4,-0.72,-0.83,-11.14,2.11,-3.17,-0.2,-9.16,1.9,-1.96,3740,21.34,2020,236,615.28,78,-0.18,0,0
AIL114,AIL,2019,11,-0.16,-0.71,-1.88,NA,-0.27,-0.47,-0.25,-0.3,-2.6,-5.96,-2.03,-3.18,-6.6,-14.12,-5.02,-8.19,NA,NA,NA,NA,182,38.98,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2019,12,-0.22,-0.46,-1.38,NA,-0.24,-0.41,-0.23,-0.25,-0.9,-2.78,-0.76,-1.04,-2.4,-6.5,-2.06,-2.78,NA,NA,NA,NA,0,38.98,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,1,-0.22,-0.34,-1.12,NA,-0.22,-0.22,-0.22,-0.22,-0.54,-0.84,-0.51,-0.57,-1.56,-2.25,-1.47,-1.64,NA,NA,NA,NA,0,39.27,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,2,-0.22,-0.34,-1.19,NA,-0.22,-0.22,-0.22,-0.22,-0.52,-0.78,-0.48,-0.54,-1.54,-2.12,-1.49,-1.58,NA,NA,NA,NA,1232,39.27,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,3,-0.22,-0.21,-0.75,NA,-0.22,-0.22,-0.22,-0.22,-0.39,-0.59,-0.37,-0.4,-1.21,-1.75,-1.16,-1.24,NA,NA,NA,NA,7069,39.27,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,4,-0.22,-0.09,-0.25,NA,-0.22,-0.22,-0.22,-0.22,-0.19,-0.34,-0.17,-0.21,-0.69,-1.06,-0.66,-0.72,NA,NA,NA,NA,15675,39.27,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,5,-0.22,0.04,-0.12,NA,-0.22,-0.22,-0.22,-0.22,-0.01,-0.09,0.01,-0.02,-0.21,-0.5,-0.19,-0.24,NA,NA,NA,NA,23731,39.25,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,6,10.41,19.91,24.62,NA,5.21,-0.22,6.08,4.41,7.72,-0.03,13.89,2.97,9.53,-1.88,18.78,1.67,NA,NA,NA,NA,27850,39.73,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,7,11.16,19.04,21.5,NA,8.88,5.78,9.35,8.42,10.37,1.29,17.37,5.97,10.63,-0.88,19.55,4.68,NA,NA,NA,NA,25915,35.98,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,8,11.97,19.678,21.12,NA,9.86,6.41,10.58,9.24,9.92,-1.78,17.88,4.69,9.64,-3.88,19.19,3.03,NA,NA,NA,NA,19109,35.27,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,9,8.28,11.79,12.44,NA,6,2.66,6.44,5.58,4.95,-4.84,11.7,1.21,4.54,-6.88,12.56,-0.11,NA,NA,NA,NA,10665,36,2020,238,636.48,92,0.42,0,0
AIL114,AIL,2020,10,5.53,6.97,7.015,NA,3.12,1.03,3.28,2.97,1.07,-5.21,2.86,-0.42,-0.36,-11.88,2.79,-2.75,NA,NA,NA,NA,3157,35.19,2020,238,636.48,92,0.42,0,0
AIL115,AIL,2019,11,-0.42,-1.03,-1.88,-2,-0.75,-1.92,-0.66,-0.84,-2.7,-7.34,-2.28,-3.13,-5.78,-16.19,-4.62,-6.94,-8.41,-17.2,-6.02,-10.82,177,33.91,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2019,12,-0.36,-0.97,-1.81,0.1,-0.51,-0.92,-0.47,-0.55,-1.4,-3.09,-1.27,-1.54,-2.81,-6.88,-2.49,-3.2,-7.29,-16.1,-4.79,-9.8,0,33.91,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,1,-0.42,-0.97,-1.75,-1.555,-0.45,-0.61,-0.43,-0.46,-1.13,-1.47,-1.09,-1.18,-2.3,-3.19,-2.16,-2.43,-8.53,-19.9,-6.15,-10.93,0,34.2,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,2,-0.42,-0.84,-1.62,-2.035,-0.51,-0.61,-0.5,-0.52,-1.13,-1.47,-1.09,-1.17,-2.21,-2.88,-2.13,-2.29,-8.32,-17.2,-4.09,-11.35,1191,34.2,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,3,-0.42,-0.66,-1.12,1.5,-0.5,-0.67,-0.49,-0.53,-1,-1.34,-0.97,-1.03,-1.87,-2.56,-1.81,-1.94,-6.35,-17.8,-0.04,-10.5,6806,34.2,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,4,-0.17,-0.28,-0.5,6.315,-0.31,-0.48,-0.29,-0.32,-0.6,-0.97,-0.57,-0.62,-1.12,-1.88,-1.08,-1.17,-3.01,-15.8,4.1,-8.38,15153,34.2,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,5,-0.11,-0.09,-0.06,13.8,-0.15,-0.17,-0.13,-0.15,-0.18,-0.34,-0.16,-0.19,-0.3,-0.75,-0.22,-0.35,2.83,-10.1,10.49,-3.6,23065,34.18,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,6,10.7035,26.5935,29,22.8,5.96,-0.11,6.83,5.18,10.63,-1.22,21.89,2.44,11.59,-2.19,23.07,1.44,10.79,0.1,16.93,4.08,27084,34.66,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,7,11.08,18.41,22.205,19.435,8.54,3.7,9.14,7.99,10.3,0.41,16.69,5.96,10.91,-2,20.08,4.75,10.61,0.6,15.34,6.37,25171,30.91,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,8,11.785,18.675,22.3275,18.94,9.58,6.39,10.25,9.08,9.89,-1.41,16.66,5.11,10.03,-4.69,19.62,3.09,10.05,-0.54,15.05,5.71,18485,30.19,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,9,8.45,10.973,12.8135,11.7773,5.85,2.77,6.21,5.55,4.87,-3.59,9.35,2.04,4.63,-8,12.3,0.28,5.24,-3.58,8.86,2.45,10249,30.93,2020,246,650.95,50,2.11,2,0
AIL115,AIL,2020,10,5.45,6.53,6.88,7.2647,2.86,0.58,3.01,2.73,1.34,-3.84,2.53,0.27,-0.38,-12.81,2.27,-2.63,-0.32,-9.68,2.22,-2.16,3018,30.12,2020,246,650.95,50,2.11,2,0
AIL116,AIL,2019,11,-0.31,-0.93,-2.06,-2.295,-0.42,-0.69,-0.4,-0.46,-1.97,-4.18,-1.75,-2.2,-4.87,-10.25,-4.28,-5.46,-9.55,-19.9,-7.02,-12.45,175,32.05,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2019,12,-0.25,-0.68,-1.5,-1.255,-0.35,-0.5,-0.33,-0.37,-1.03,-2.24,-0.93,-1.12,-2.4,-5.12,-2.19,-2.61,-7.89,-19.8,-4.9,-11.24,0,32.05,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,1,-0.25,-0.68,-1.56,-1.755,-0.31,-0.38,-0.28,-0.33,-0.86,-1.3,-0.82,-0.89,-1.98,-2.75,-1.91,-2.04,-9.08,-22.4,-6.25,-11.95,0,32.33,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,2,-0.25,-0.68,-1.44,NA,-0.31,-0.38,-0.29,-0.33,-0.78,-1.18,-0.75,-0.79,-1.72,-2.62,-1.69,-1.75,NA,NA,NA,NA,883,32.33,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,3,-0.25,-0.55,-1.25,NA,-0.29,-0.38,-0.27,-0.34,-0.7,-0.8,-0.69,-0.71,-1.59,-1.87,-1.56,-1.61,NA,NA,NA,NA,4952,32.33,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,4,-0.19,-0.24,-0.62,NA,-0.24,-0.25,-0.24,-0.25,-0.47,-0.55,-0.46,-0.48,-1.08,-1.37,-1.06,-1.1,NA,NA,NA,NA,12480,32.33,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,5,-0.06,0.01,-0.12,NA,-0.13,-0.19,-0.11,-0.14,-0.15,-0.24,-0.14,-0.16,-0.47,-0.62,-0.45,-0.48,NA,NA,NA,NA,20665,32.32,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,6,7.5,21.57,24,21.6,2.32,-0.19,3.24,1.42,7.35,-3.18,13.61,0.44,8.42,-2.94,15,0.62,10.44,-0.7,15.7,3.35,25076,32.79,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,7,10.12,17.45,19.19,18.445,7.61,3.88,8.59,6.65,10.01,-1.43,15.91,4.54,10.47,-2.62,17.48,4.15,10.53,-0.5,14.93,5.85,23042,29.05,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,8,10.38,16.528,18.75,17.86,8.39,4.44,9.4,7.52,8.78,-4.8,14.8,2.75,9.15,-7.06,16.83,1.69,9.75,-2.21,14.61,4.6,15857,28.33,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,9,7.62,10.32,11.25,11.82245,4.89,1.94,5.5,4.35,3.89,-6.86,8.24,0.11,4.08,-9.62,10.06,-0.68,5.32,-5.3,9.26,2.02,7925,29.06,2020,241,632.8,0,-1.06,4,0
AIL116,AIL,2020,10,5,6.89,7.06,7.398,2.66,0.75,2.84,2.49,1.29,-3.18,2.37,0.06,-0.37,-13,1.59,-2.55,-0.5,-10.96,1.38,-2.51,2102,28.26,2020,241,632.8,0,-1.06,4,0
AIL117,AIL,2019,11,-1.78,-2.34,-2.75,NA,-2.95,-5.03,-2.7,-3.18,-6.04,-14.22,-4.89,-7.19,-8.93,-19.75,-6.12,-11.75,NA,NA,NA,NA,182,23.87,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2019,12,-2.28,-3.03,-2.75,NA,-3.4,-5.78,-3.08,-3.66,-5.15,-11.72,-4.19,-6.15,-7.89,-20.62,-5.49,-10.67,NA,NA,NA,NA,0,23.87,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,1,-2.78,-3.15,-3.485,NA,-3.63,-4.91,-3.5,-3.77,-5.07,-7.59,-4.62,-5.65,-7.82,-13.12,-6.46,-9.43,NA,NA,NA,NA,0,24.15,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,2,-3.66,-4.03,-4.62,NA,-4.35,-5.16,-4.21,-4.47,-5.67,-7.65,-5.2,-6.14,-8.14,-12.94,-6.8,-9.57,NA,NA,NA,NA,1139,24.15,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,3,-2.78,-2.72,-2.62,NA,-3.85,-5.03,-3.71,-3.96,-4.62,-6.65,-4.15,-5.09,-6.09,-10.75,-4.72,-7.47,NA,NA,NA,NA,6507,24.15,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,4,-0.28,-0.22,0.62,NA,-2.1,-3.53,-1.95,-2.18,-2.55,-4.97,-1.97,-3.09,-3.47,-8.12,-1.5,-5.33,NA,NA,NA,NA,14843,24.15,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,5,1.97,9.66,10,NA,-0.38,-1.53,0,-0.65,0.88,-3.47,3.62,-1.33,1.36,-8.12,6.03,-2.59,NA,NA,NA,NA,23002,24.13,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,6,11.47,25.5365,23.38,NA,7.25,2.15,9.02,5.63,11.37,-1.84,21,2.33,10.59,-1.62,18.16,2.5,NA,NA,NA,NA,27203,24.61,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,7,11.9,20.03,19,NA,8.53,3.22,9.76,7.34,10.42,-1.34,18.1,5.04,10.27,-1.5,16.9,5.1,NA,NA,NA,NA,25251,20.86,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,8,12.4,20.615,19,NA,9.15,4.15,10.42,8.04,9.82,-4.22,18.26,3.6,9.48,-4.38,16.54,3.62,NA,NA,NA,NA,18288,20.15,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,9,8.15,12.16,11.62,NA,4.65,0.84,5.44,3.97,4.36,-4.97,10.64,0.55,4.38,-5.75,10.07,0.52,NA,NA,NA,NA,9937,20.88,2020,228,687.33,0,0.72,2,0
AIL117,AIL,2020,10,5.09,6.66,6.62,NA,1.68,-1.03,1.9,1.48,0.11,-8.65,2.02,-1.61,-1.16,-12.75,2.16,-3.62,NA,NA,NA,NA,2871,20.08,2020,228,687.33,0,0.72,2,0
AIL118,AIL,2019,11,-1.87,-2.44,-2.53,NA,-3.23,-5.81,-2.94,-3.5,-7,-16,-5.32,-8.85,-8.35,-17.41,-5.93,-11.29,NA,NA,NA,NA,186,25.08,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2019,12,-3.18,-3,-2.325,NA,-4.15,-8,-3.8,-4.48,-5.91,-14.31,-4.61,-7.48,-7.42,-16.28,-5.17,-10.31,NA,NA,NA,NA,0,25.08,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,1,-3.06,-3.25,-3.09,NA,-4.07,-5.93,-3.87,-4.28,-5.76,-9.69,-5,-6.63,-8.69,-17.78,-6.3,-11.48,NA,NA,NA,NA,0,25.37,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,2,-3.68,-4.12,-4.34,NA,-4.62,-6.12,-4.44,-4.79,-6.08,-9.62,-5.38,-6.8,-8.66,-16.59,-6.59,-10.81,NA,NA,NA,NA,1194,25.37,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,3,-3,-2.94,-2.66,NA,-4.21,-5.5,-4.03,-4.37,-5.19,-8.25,-4.57,-5.91,-6.98,-13.91,-4.96,-9.09,NA,NA,NA,NA,6844,25.37,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,4,-0.81,-0.06,2.84,NA,-2.47,-4.18,-2.25,-2.65,-2.76,-6.81,-1.68,-3.79,-3.42,-12.16,0.53,-6.8,NA,NA,NA,NA,15346,25.37,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,5,4.32,9.62,8.72,NA,-0.04,-1.68,0.66,-0.59,0.84,-4.25,3.78,-1.69,1.1,-8.84,6.01,-3.14,NA,NA,NA,NA,23456,25.35,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,6,14.19,25.62,22.473,NA,8.84,2.69,11.5,6.73,11.23,-1.5,20.88,2.58,10.2,-0.91,17.26,3,NA,NA,NA,NA,27557,25.83,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,7,13.32,19.62,18.09,NA,9.21,2.94,11.02,7.66,10.18,-1.56,17.66,4.93,9.9,-0.91,15.72,5.31,NA,NA,NA,NA,25656,22.08,2020,208,740.77,0,0.04,0,0
AIL118,AIL,2020,8,14.07,20.5,18.09,NA,9.74,4.19,11.59,8.25,9.66,-4,18.12,3.63,9.27,-3.41,15.68,4.15,NA,NA,NA,NA,18789,21.37,2020,208,740.77,0,0.04,0,0
