id_code,area,year,month,T1_absmax,T2_absmax,T3_absmax,T4_absmax,T1_mean,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmin,T4_meanmax,T4_meanmin,pisr,moist_med,hydro_year,snow_days,altitude,canopy_cover2m_10m,tpi100,water_prop_500m,wetland_prop_100m
VAR018,VAR,2020,2,-0.19,-0.33,-0.66,-0.1,-0.25,-0.25,-0.23,-0.25,-0.4,-0.52,-0.39,-0.42,-0.99,-1.41,-0.97,-1.02,-7.82,-18.6,-5.31,-11.03,781,31.39,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,3,-0.25,-0.33,-0.66,1.145,-0.43,-0.69,-0.42,-0.44,-0.56,-0.77,-0.54,-0.58,-1,-1.28,-0.97,-1.03,-6.21,-19.6,-2.76,-10.08,3998,31.39,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,4,-0.75,-0.77,-1.03,3.505,-0.88,-1,-0.87,-0.89,-0.92,-1.02,-0.91,-0.93,-1.21,-1.34,-1.19,-1.23,-2.88,-17,1.52,-7.36,9505,31.39,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,5,-0.12,-0.14,-0.16,12,-0.54,-0.94,-0.53,-0.56,-0.51,-0.89,-0.49,-0.52,-0.58,-1.09,-0.57,-0.6,3.95,-7.4,8.95,-1.71,15948,31.64,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,6,5.25,16.61,20.413,23,1.58,-0.25,1.89,1.17,6.51,-0.27,10.46,2.25,8.52,-0.16,13.42,3.34,13.2,1.9,18.87,6.64,19575,32.55,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,7,10.19,17.23,19.59,21.3,8.12,4.88,8.69,7.53,11.55,2.36,15.43,7.18,12.61,2.41,17.57,7.47,13.62,3.8,18.28,9.13,17864,30.57,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,8,9.69,15.48,17.41,19,8.28,6,8.8,7.79,9.75,0.61,13.41,5.83,10.29,-0.78,14.8,5.54,11.18,0.3,15.5,6.89,12189,27.7,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,9,7.62,10.61,11.72,12.4,5.54,3.38,5.91,5.2,5.35,-1.14,8.25,2.05,5.59,-3.09,9.12,1.42,6.37,-2.1,9.41,3.06,6176,29.66,2020,245,378.64,46,-22.98,0,0
VAR018,VAR,2020,10,5.62,7.48,7.97,8.2,3.22,0.62,3.36,3.07,1.86,-5.14,2.87,0.52,0.91,-9.16,2.51,-1.3,1.24,-8.4,2.74,-0.71,1751,31.39,2020,245,378.64,46,-22.98,0,0
VAR019,VAR,2019,11,1.06,0.02,-0.15,-0.494999999999999,0.51,0.12,0.54,0.47,-0.38,-1.67,-0.28,-0.51,-1.44,-4.9,-1.12,-1.83,-7.63,-19.2,-5.72,-10.01,249,13.01,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2019,12,0.19,-0.04,-0.21,-1.1,0.14,0.12,0.16,0.12,-0.25,-0.92,-0.2,-0.3,-0.66,-2.78,-0.51,-0.85,-5.83,-17.4,-3.65,-7.82,0,12.91,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2020,1,0.19,-0.04,-0.15,-0.1,0.14,0.06,0.16,0.12,-0.04,-0.17,-0.03,-0.05,-0.25,-2.65,-0.2,-0.35,-9.6,-26.7,-7.02,-12.72,39,13.24,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2020,2,0,-0.04,-0.28,0.1,-0.05,-0.12,-0.03,-0.06,-0.17,-1.23,-0.12,-0.22,-0.57,-4.78,-0.4,-0.75,-7.97,-19.4,-5.28,-11.49,777,13.24,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2020,3,-0.06,-0.04,-0.15,0.6,-0.11,-0.12,-0.09,-0.12,-0.09,-0.29,-0.08,-0.1,-0.34,-1.28,-0.3,-0.39,-6.59,-19.8,-3.15,-10.5,2099,13.24,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2020,4,-0.12,-0.04,-0.15,0.2,-0.12,-0.12,-0.12,-0.12,-0.1,-0.23,-0.08,-0.11,-0.34,-0.65,-0.31,-0.38,-3.78,-17.2,-1.31,-7.22,5674,13.24,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2020,5,-0.12,-0.04,-0.03,9.045,-0.12,-0.12,-0.11,-0.12,-0.03,-0.04,-0.03,-0.04,-0.08,-0.46,0.02,-0.17,2.26,-8,5.31,-1.65,12831,13.49,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2020,6,8.88,16.83,20.35,21.705,6.07,0,6.82,5.3,10.01,0.21,13.64,5.87,11.81,1.47,17.18,5.84,12.77,2,17.62,7.07,17302,14.4,2020,231,316.76,94,-20.19,1,0
VAR019,VAR,2020,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15210,12.43,2020,231,316.76,94,-20.19,1,0
VAR020,VAR,2019,11,1.47,-0.2,-0.12,-0.0949999999999989,0.93,0.53,0.97,0.9,-0.98,-2.7,-0.81,-1.15,-2.33,-5.5,-1.9,-2.75,-7.8,-20.6,-5.66,-10.17,300,13.33,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2019,12,0.65,-0.26,-0.62,-0.455000000000001,0.63,0.53,0.64,0.62,-0.53,-1.33,-0.47,-0.58,-1.21,-2.88,-1.07,-1.35,-5.5,-18.1,-3.35,-7.51,0,13.23,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,1,0.65,-0.26,-0.69,0.3,0.5,0.09,0.51,0.49,-0.62,-1.58,-0.57,-0.66,-1.41,-3,-1.3,-1.52,-9.39,-31.3,-6.74,-12.55,47,13.55,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,2,0.09,-0.45,-0.75,0.3,0.01,-0.1,0.02,0,-0.84,-1.58,-0.71,-0.9,-1.49,-2.88,-1.37,-1.56,-7.28,-20.3,-4.48,-10.73,1094,13.55,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,3,0.15,-0.2,-0.25,2.645,0.09,-0.03,0.1,0.07,-0.58,-1.2,-0.53,-0.62,-1,-2,-0.91,-1.07,-5.36,-19.9,-1.84,-9.3,5221,13.55,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,4,0.28,-0.14,-0.12,4.005,0.19,0.09,0.2,0.18,-0.34,-0.7,-0.31,-0.37,-0.58,-1.25,-0.52,-0.62,-2.01,-14.6,2.15,-6.4,12690,13.55,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,5,2.84,6.505,7.62,13.745,0.58,0.03,0.73,0.43,0.7,-0.2,1.53,-0.01,0.89,-0.25,1.89,0.08,4.41,-10.1,9.41,-1.17,20836,13.8,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,6,11.09,23.67,24,23.705,8.77,3.28,10.1,7.62,13.51,1.42,22.76,5.84,13.9,0.75,21.75,5.67,14.2,2.4,20.47,7.35,25317,14.71,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,7,14.03,21.05,22.5,22.95,11.63,8.78,12.53,10.83,13.63,3.8,19.41,8.52,14.04,2.62,20.83,8.1,14.61,3.7,20.14,9.54,23201,12.74,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,8,12.985,18.55,19.75,20.88,10.99,8.03,11.76,10.26,11.34,1.17,16.26,6.71,11.53,-0.12,17.49,5.99,12.15,1,17.03,7.33,16099,9.86,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,9,9.9,12.553,13.62,14.3,7.43,4.78,7.99,6.91,6.57,-0.58,10.2,2.8,6.68,-2.06,11.32,1.91,7.34,-1.4,11.17,3.46,8193,11.83,2020,225,275.17,76,1.07,0,0
VAR020,VAR,2020,10,7.22,8.49,8.75,9.09,4.18,0.65,4.39,3.98,2.02,-7.83,3.31,0.31,1.38,-10.81,3.21,-1.2,1.77,-10.2,3.44,-0.5,2365,13.56,2020,225,275.17,76,1.07,0,0
VAR021,VAR,2019,11,0.91,-0.08,-0.38,-1.195,0.57,0.16,0.59,0.54,-0.74,-2.33,-0.63,-0.85,-1.83,-4.69,-1.59,-2.05,-7.51,-17.8,-5.81,-9.5,277,22.78,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2019,12,0.47,-0.2,-0.75,-1.3,0.41,0.29,0.43,0.39,-0.44,-1.14,-0.39,-0.49,-1.23,-2.75,-1.11,-1.34,-6.03,-14.7,-4.04,-7.68,0,22.68,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,1,0.41,-0.14,-0.75,-0.7,0.38,0.16,0.39,0.38,-0.24,-0.58,-0.22,-0.26,-0.98,-1.75,-0.93,-1.03,-9,-22.7,-6.83,-11.75,44,23.01,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,2,0.16,-0.33,-0.75,-0.3,0.03,-0.09,0.04,0.02,-0.5,-0.83,-0.49,-0.53,-1.24,-2.12,-1.2,-1.28,-7.25,-17.4,-4.11,-10.33,1657,23.01,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,3,0.16,-0.08,-0.38,2.89,0.12,0.04,0.13,0.11,-0.24,-0.45,-0.23,-0.25,-0.68,-1.06,-0.66,-0.7,-5.27,-19.5,0.39,-9.85,9167,23.01,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,4,0.22,-0.01,-0.38,7.5,0.2,0.16,0.21,0.19,-0.09,-0.2,-0.08,-0.11,-0.47,-0.88,-0.44,-0.48,-1.51,-14.6,5.81,-6.66,18067,23.01,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,5,6.16,9.8,12.455,16.7,1.2,0.1,1.51,0.93,1.56,-0.08,3.34,0.47,1.58,-1.62,3.68,-0.1,5.17,-5.5,12.22,-0.3,24983,23.26,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,6,14.66,29.243,29.25,24.215,11.39,5.47,13.18,9.94,14.57,4.67,27.27,8.1,14.67,-0.38,27.28,5.43,14.57,1.6,21.92,7.68,28145,24.17,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,7,15.91,22.7025,25.5,22.6,12.82,9.66,13.94,11.86,14.22,7.3,23.26,10.49,14.22,2.75,25.73,8.31,14.26,4.2,19.91,9.83,26635,22.2,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,8,14.35,19.74,22.25,20.935,12.04,8.47,13.01,11.21,12.46,4.3,19.81,8.96,11.97,-0.25,21.78,6.61,12.15,2.2,17.69,8.18,21117,19.32,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,9,10.9735,13.42,14.88,13.61,7.89,4.16,8.63,7.32,7.41,1.11,12.09,4.84,6.71,-3,13.55,2.45,7.28,-1.3,11.37,4.49,13169,21.29,2020,224,415.4,95,7.56,1,0
VAR021,VAR,2020,10,7.41,7.755,7.8275,8.145,3.91,0.66,4.13,3.7,2.63,-2.58,3.66,1.62,1.06,-8.56,3.39,-1.19,1.13,-7.8,2.89,-0.84,4212,23.02,2020,224,415.4,95,7.56,1,0
VAR022,VAR,2019,11,1.84,0.88,-0.24,-0.394999999999999,1.47,0.46,1.52,1.41,0.39,-3.88,0.54,0.17,-1.41,-9.87,-1.03,-1.91,-7.67,-19.7,-5.76,-9.91,250,58.41,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2019,12,0.71,0.12,-0.62,-1.1,0.45,0.09,0.48,0.42,-0.2,-1.12,-0.12,-0.29,-1.45,-4.74,-1.17,-1.77,-5.79,-18.3,-3.61,-7.86,0,58.3,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,1,0.28,-0.12,-0.49,-0.1,0.18,0.09,0.2,0.17,-0.29,-0.62,-0.24,-0.33,-1.33,-3.18,-1.1,-1.55,-9.96,-27.2,-7.55,-13.08,40,58.63,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,2,0.09,-0.12,-0.24,0.1,0.05,-0.04,0.06,0.04,-0.24,-0.5,-0.22,-0.29,-0.88,-2.12,-0.78,-0.97,-8.4,-21.2,-5.87,-11.84,923,58.63,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,3,0.09,-0.12,-0.24,1.7,0.09,0.03,0.09,0.08,-0.15,-0.25,-0.14,-0.16,-0.54,-0.99,-0.51,-0.58,-6.73,-21.1,-2.68,-11.29,4424,58.63,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,4,0.09,-0.12,-0.24,3.405,0,-0.04,0.02,-0.01,-0.12,-0.25,-0.12,-0.14,-0.46,-0.68,-0.43,-0.48,-3.16,-18.5,1.77,-8.21,10817,58.63,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,5,0.03,0.06,-0.24,9,-0.02,-0.1,0,-0.03,-0.08,-0.19,-0.06,-0.11,-0.25,-0.37,-0.25,-0.26,2.11,-11.4,9.13,-2.64,17829,58.88,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,6,7.21,11,19.38,22.205,4.43,0.09,5.12,3.82,5.55,0.06,8.62,3.74,8.63,-0.18,16.39,3.4,11.97,1.6,19.58,5.88,21719,59.79,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,7,8.48099999999998,10.5,16.95,22.1,7.09,5.34,7.53,6.64,8.14,4.81,9.63,6.81,10.9,2.95,16.97,6.41,13.41,4.1,19.25,8.77,19912,57.82,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,8,8.21,9.75,15.07,18.99,7.27,5.96,7.55,7.01,7.88,4.94,8.9,6.9,9.29,0.63,14.16,5.41,11.24,0.5,16.42,6.73,13766,54.94,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,9,7.21,8.12,11.263,13.2,5.91,4.34,6.2,5.67,6.04,3.38,6.93,5.19,5.55,-1.18,9.99,1.85,6.46,-1.6,10.49,2.81,6954,56.91,2020,210,299.5,45,-20.62,1,0
VAR022,VAR,2020,10,6.09,6.62,7.7,8.445,3.83,1.46,4.02,3.67,3.43,-0.25,3.79,3.03,1.59,-8.49,3.12,-0.37,1.61,-8.1,3.21,-0.22,2019,58.64,2020,210,299.5,45,-20.62,1,0
VAR023,VAR,2019,11,1.35,-0.07,-0.31,-0.194999999999999,1.01,0.6,1.04,0.97,-0.28,-1.19,-0.2,-0.37,-1.47,-3.56,-1.25,-1.71,-7.64,-19.6,-5.7,-9.95,320,17.93,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2019,12,0.47,-0.32,-0.75,-0.5,0.43,0.35,0.45,0.41,-0.47,-0.94,-0.44,-0.53,-1.25,-2.75,-1.14,-1.38,-5.42,-16.3,-3.45,-7.04,0,17.83,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,1,0.35,-0.44,-0.88,0.2,0.26,0.1,0.27,0.24,-0.56,-0.94,-0.53,-0.6,-1.32,-2.12,-1.24,-1.39,-9.11,-29.4,-6.6,-11.92,47,18.16,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,2,-0.03,-0.57,-0.94,0.3,-0.12,-0.21,-0.1,-0.13,-0.8,-1.32,-0.76,-0.84,-1.46,-2.5,-1.4,-1.53,-6.93,-18.1,-4.21,-10.05,1549,18.16,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,3,-0.09,-0.44,-0.62,2.3,-0.14,-0.28,-0.12,-0.16,-0.63,-1.07,-0.59,-0.66,-1.07,-1.88,-1.01,-1.12,-5.16,-18.2,-1.24,-8.94,7406,18.16,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,4,-0.03,-0.32,-0.38,4.105,-0.08,-0.15,-0.07,-0.08,-0.44,-0.69,-0.43,-0.46,-0.7,-1.12,-0.68,-0.72,-1.87,-13.5,2.72,-5.97,15791,18.16,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,5,2.1,5.59,6.62,14.39,0.17,-0.15,0.29,0.04,0.3,-0.5,0.94,-0.25,0.37,-0.5,1.17,-0.32,4.61,-5.5,10.39,-0.41,23595,18.41,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,6,12.91,25.06,25.12,24.21,9.83,3.35,11.81,8.27,13.55,1.43,24.76,6.02,13.95,-0.25,24.86,5.53,14.55,1.9,21.63,7.98,27515,19.32,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,7,14.72,21.5,23.06,22.95,11.85,8.85,13.02,10.86,13.62,4.5,20.67,8.73,13.89,2.5,22.42,8.17,14.67,5,20.36,10.09,25663,17.35,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,8,13.6,18.9475,20.395,20.645,11.18,8.22,12.21,10.27,11.74,2.62,17.78,7.4,11.66,0.5,18.96,6.52,12.48,2.3,17.68,8.34,19145,14.47,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,9,10.22,13.18,13.88,14.105,7.49,4.54,8.17,6.94,6.88,0,11.44,3.48,6.74,-1.94,12.59,2.42,7.67,0.1,11.25,4.67,10933,16.44,2020,230,315.49,83,-1.8,0,0
VAR023,VAR,2020,10,7.22,8.18,8.265,9,4.13,0.97,4.34,3.91,2.24,-5.32,3.33,0.84,1.28,-9.25,3.05,-0.96,1.81,-9,3.49,-0.24,3538,18.16,2020,230,315.49,83,-1.8,0,0
VAR025,VAR,2019,11,1.63,0.12,-0.25,-1.1,1.06,0.76,1.08,1.04,-0.4,-1.25,-0.33,-0.47,-1.75,-3.62,-1.54,-1.96,-7.48,-16.9,-5.86,-9.47,302,21.07,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2019,12,0.7,-0.07,-0.62,-1.31,0.6,0.57,0.61,0.59,-0.27,-0.75,-0.23,-0.3,-1.15,-2.75,-1.03,-1.27,-5.89,-14.7,-3.99,-7.52,0,20.96,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,1,0.57,-0.07,-0.62,-0.6,0.47,0.32,0.48,0.47,-0.17,-0.5,-0.15,-0.19,-0.9,-1.62,-0.85,-0.96,-8.93,-21.4,-6.8,-11.32,47,21.29,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,2,0.26,-0.25,-0.69,-0.3,0.11,0.01,0.13,0.1,-0.43,-0.69,-0.42,-0.46,-1.12,-1.75,-1.08,-1.15,-7.23,-17.1,-4.67,-9.99,1181,21.29,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,3,0.13,-0.13,-0.5,1.19,0.12,0.07,0.14,0.11,-0.26,-0.38,-0.25,-0.27,-0.71,-1.06,-0.7,-0.73,-5.72,-16.8,-1.87,-9.46,5624,21.29,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,4,0.2,-0.07,-0.25,2.905,0.14,0.13,0.15,0.13,-0.16,-0.25,-0.13,-0.17,-0.49,-0.75,-0.47,-0.52,-2.76,-14,2.1,-6.74,13139,21.29,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,5,0.13,0,-0.12,14.145,0.04,-0.18,0.06,0.01,-0.04,-0.13,-0.02,-0.07,-0.2,-0.38,-0.17,-0.21,4.55,-7.6,9.92,-0.48,20976,21.54,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,6,11.32,24.25,28.62,24.605,8.34,-0.12,9.16,7.43,12.76,-0.13,21.19,6.25,14.48,-0.19,24.81,5.3,14.47,2.8,20.14,8.25,25196,22.45,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,7,14.2,21.87,26.75,NA,11.85,9.32,12.39,11.26,14.07,6.62,20.42,9.87,14.82,3.81,25.22,8.22,NA,NA,NA,NA,23251,20.48,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,8,13.13,18.62,21.205,NA,11.63,9.26,12.1,11.13,12.13,4,17.16,8.38,11.83,0.25,20.26,6.3,NA,NA,NA,NA,16538,17.6,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,9,10.45,12.56,13.62,NA,7.98,5.32,8.33,7.66,7.2,1.25,10.61,4.46,6.53,-2,12.27,2.29,NA,NA,NA,NA,8744,19.57,2020,235,400.12,67,2.73,0,0
VAR025,VAR,2020,10,7.2,8,8.06,NA,4.45,1.32,4.59,4.31,2.83,-3.13,3.74,1.81,1.14,-8.25,2.83,-0.92,NA,NA,NA,NA,2636,21.3,2020,235,400.12,67,2.73,0,0
VAR026,VAR,2019,11,0.88,-0.25,-0.68,-0.7,0.42,0.2,0.44,0.4,-0.86,-2,-0.76,-0.97,-2.18,-4.49,-1.93,-2.45,-8.31,-21.7,-6.09,-10.94,283,25.06,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2019,12,0.13,-0.38,-0.93,-1.5,0.07,0.01,0.08,0.06,-0.6,-1.25,-0.56,-0.64,-1.51,-3.18,-1.39,-1.62,-6.12,-18.9,-4,-8.22,0,24.96,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,1,0.07,-0.38,-1.05,NA,0.03,-0.12,0.04,0.02,-0.54,-1,-0.52,-0.56,-1.5,-2.68,-1.44,-1.56,NA,NA,NA,NA,45,25.28,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,2,-0.12,-0.5,-1.05,NA,-0.27,-0.43,-0.26,-0.28,-0.75,-1.12,-0.73,-0.77,-1.72,-2.68,-1.67,-1.77,NA,NA,NA,NA,885,25.28,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,3,-0.24,-0.44,-1.05,NA,-0.28,-0.37,-0.27,-0.28,-0.62,-0.88,-0.61,-0.64,-1.4,-2.05,-1.36,-1.43,NA,NA,NA,NA,3586,25.28,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,4,-0.12,-0.25,-0.55,NA,-0.21,-0.24,-0.2,-0.22,-0.42,-0.56,-0.41,-0.42,-0.96,-1.36,-0.94,-0.98,NA,NA,NA,NA,10102,25.28,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,5,0.01,-0.06,-0.18,NA,-0.07,-0.12,-0.06,-0.07,-0.14,-0.25,-0.12,-0.14,-0.23,-0.55,-0.23,-0.24,NA,NA,NA,NA,18010,25.53,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,6,8.76,17.31,22.82,22.965,4.68,-0.12,5.6,3.9,8.22,-0.12,13.29,3.21,10.4,-2.18,18.45,2.62,12.51,-0.2,19.77,5.07,22591,26.44,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,7,12.45,18,21.32,21.95,10.11,7.26,10.93,9.37,12.34,3.12,16.52,8.01,12.91,-0.43,20.19,5.99,13.53,2,19.25,7.9,20414,24.47,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,8,11.63,16.25,18.76,19.9,9.57,6.13,10.38,8.89,10.24,1.06,13.9,6.31,10.29,-2.49,16.6,3.95,11.11,-1,16.98,5.62,13347,21.59,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,9,8.76,10.563,12.32,13.205,6.13,3.63,6.73,5.67,5.47,-0.38,8.41,2.43,5.25,-3.74,9.98,-0.02,6.16,-2.3,10.24,1.89,6042,23.56,2020,244,331.78,51,-8.2,1,6
VAR026,VAR,2020,10,6.63,8,8.32,8.5,3.62,1.01,3.82,3.45,2.3,-3.5,3.14,1.19,1.01,-10.55,2.83,-1.64,1.18,-11.6,3.02,-1.27,1582,25.29,2020,244,331.78,51,-8.2,1,6
VAR027,VAR,2019,11,0.97,-0.06,-0.38,-0.389999999999998,0.54,0.22,0.56,0.53,-0.19,-0.49,-0.16,-0.24,-1.38,-2.75,-1.17,-1.6,-8.16,-25.4,-5.5,-11.99,311,58.21,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2019,12,0.22,-0.12,-0.5,-0.6,0.22,0.22,0.22,0.22,-0.2,-0.49,-0.17,-0.22,-0.94,-3,-0.82,-1.07,-6.09,-24.2,-3.32,-8.84,0,58.11,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,1,0.22,-0.18,-0.62,0.1,0.16,0.09,0.17,0.15,-0.21,-0.37,-0.2,-0.22,-1.07,-1.88,-0.99,-1.16,-10.22,-29.2,-6.64,-15.01,48,58.44,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,2,0.09,-0.18,-0.5,0.364999999999998,0.05,-0.03,0.05,0.03,-0.25,-0.37,-0.24,-0.27,-0.98,-1.88,-0.92,-1.04,-8.71,-26.3,-4.51,-14.21,1238,58.44,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,3,-0.03,-0.18,-0.31,2.645,-0.03,-0.1,-0.03,-0.03,-0.24,-0.31,-0.22,-0.25,-0.68,-1.25,-0.64,-0.73,-6.07,-25.9,-0.6,-12.1,5916,58.44,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,4,0.09,-0.18,-0.19,6.505,-0.05,-0.1,-0.03,-0.06,-0.22,-0.31,-0.2,-0.23,-0.52,-1,-0.48,-0.55,-2.31,-22.4,3.95,-9.54,13732,58.44,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,5,3.53,6.57,8.38,15.3,0.32,-0.16,0.46,0.23,0.59,-0.24,1.08,0.15,0.79,-2.19,1.74,-0.23,4.81,-14.8,11,-3.56,21874,58.69,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,6,13.47,19.94,25.563,23.905,10.37,3.72,11.37,9.53,12.64,4.82,17.31,7.92,14.14,-1.06,22.47,4.08,14.28,0,20.17,5.87,26244,59.6,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,7,15.47,19.69,23.395,NA,13.03,10.34,13.68,12.48,14.23,6.94,18.51,10.69,14.33,0.62,22.85,6.83,NA,NA,NA,NA,24179,57.63,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,8,14.09,17.57,20.705,NA,11.99,8.59,12.59,11.52,11.97,2.94,15.94,8.32,11.36,-3.56,19.34,3.81,NA,NA,NA,NA,17162,54.75,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,9,10.09,11.94,13.883,NA,7.3,4.28,7.79,6.94,6.55,-0.37,9.63,3.47,5.8,-6,12.32,-1.06,NA,NA,NA,NA,9076,56.72,2020,230,315.42,0,-0.11,0,97
VAR027,VAR,2020,10,6.9,7.69,8.44,NA,3.8,0.84,4.01,3.6,2.72,-3.56,3.66,1.46,1.53,-11.44,3.57,-1.47,NA,NA,NA,NA,2733,58.45,2020,230,315.42,0,-0.11,0,97
VAR028,VAR,2019,11,1.25,0.01,-0.27,-0.594999999999999,0.8,0.5,0.82,0.78,-0.53,-1.49,-0.42,-0.64,-2.31,-4.83,-1.92,-2.69,-7.64,-20.9,-5.73,-10.06,316,25.31,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2019,12,0.5,-0.11,-0.71,-0.9,0.46,0.38,0.47,0.45,-0.3,-0.99,-0.24,-0.35,-1.31,-3.83,-1.17,-1.5,-5.81,-18.5,-3.57,-7.86,0,25.21,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,1,0.5,0.01,-0.64,-0.2,0.42,0.12,0.43,0.4,-0.23,-0.86,-0.2,-0.26,-1.27,-2.46,-1.17,-1.37,-9.34,-23.2,-6.75,-12.45,48,25.53,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,2,0,-0.24,-0.71,0,-0.05,-0.12,-0.04,-0.05,-0.55,-1.11,-0.51,-0.58,-1.5,-2.71,-1.42,-1.59,-7.92,-20.2,-5.31,-11.34,1303,25.53,2020,227,328.28,93,-0.36,0,0
VAR028,VAR,2020,3,0.06,-0.11,-0.39,2.045,-0.02,-0.12,0,-0.03,-0.29,-0.68,-0.27,-0.31,-0.95,-1.83,-0.89,-1.02,-5.83,-20,-1.73,-10.09,6226,25.53,2020,227,328.28,93,-0.36,0,0
